cc,system_type,ucs,uc_count,ge_pattern,status,total_terms,total_units,over_2_years,units_term_1,units_term_2,units_term_3,units_term_4,units_term_5,units_term_6,error
de_anza,quarter,UCSD,1,IGETC,success,8,97.5,True,12.5,12.5,12.5,12.5,13,15,
de_anza,quarter,UCLA,1,IGETC,success,8,97.5,True,12.5,14,14,14,13,3,
de_anza,quarter,UCI,1,IGETC,success,7,91.0,True,12.5,14,15,9,13.5,13.5,
de_anza,quarter,UCR,1,IGETC,success,8,99.5,True,12.5,15,15,3,13.5,13.5,
de_anza,quarter,UCSB,1,IGETC,success,8,98.0,True,12.5,12.5,12.5,13,13,15,
de_anza,quarter,UCD,1,IGETC,success,6,69.5,False,12.5,12.5,13,13.5,15,3,
de_anza,quarter,UCB,1,IGETC,success,7,93.0,True,14,14,14,14,10,13.5,
de_anza,quarter,UCSC,1,IGETC,success,5,64.5,False,12.5,12.5,12.5,15,12,0,
de_anza,quarter,UCM,1,IGETC,success,7,93.0,True,12.5,12.5,12.5,14,13,15,
de_anza,quarter,UCLA+UCSD,2,IGETC,success,8,102.5,True,12.5,12.5,12.5,12.5,13,14,
de_anza,quarter,UCI+UCSD,2,IGETC,success,8,102.0,True,12.5,12.5,12.5,12.5,13,13.5,
de_anza,quarter,UCR+UCSD,2,IGETC,success,8,97.5,True,12.5,12.5,12.5,12.5,13,15,
de_anza,quarter,UCSB+UCSD,2,IGETC,success,8,102.5,True,12.5,12.5,12.5,12.5,13,14,
de_anza,quarter,UCD+UCSD,2,IGETC,success,7,84.0,True,12.5,12.5,12.5,12.5,13,15,
de_anza,quarter,UCB+UCSD,2,IGETC,success,8,97.5,True,12.5,12.5,12.5,12.5,13,15,
de_anza,quarter,UCSC+UCSD,2,IGETC,success,7,84.0,True,12.5,12.5,12.5,12.5,13,15,
de_anza,quarter,UCM+UCSD,2,IGETC,success,8,97.5,True,12.5,12.5,12.5,12.5,13,15,
de_anza,quarter,UCI+UCLA,2,IGETC,success,8,102.0,True,12.5,12.5,14,14,13,9,
de_anza,quarter,UCLA+UCR,2,IGETC,success,8,102.0,True,12.5,12.5,14,14,13,9,
