UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3
University of California Santa Barbara,College of Alameda,CMPSC 64,Not Articulated,,
University of California Santa Barbara,College of Alameda,MATH 6A,MATH 3C (5.00),,
University of California Santa Barbara,College of Alameda,PHYS 1,PHYS 4A (5.00),,
University of California Santa Barbara,College of Alameda,PHYS 2,PHYS 4A (5.00); PHYS 4B (5.00),,
University of California Santa Barbara,College of Alameda,PHYS 3; PHYS 3L,PHYS 4B (5.00),,
University of California Santa Barbara,College of Alameda,PHYS 6A; PHYS 6AL; PHYS 6B; PHYS 6BL; PHYS 6C; PHYS 6CL,PHYS 4A (5.00); PHYS 4B (5.00); PHYS 4C (5.00),,
University of California Santa Barbara,College of Alameda,PHYS 7A,PHYS 4A (5.00),,
University of California Santa Barbara,College of Alameda,PHYS 7B,PHYS 4A (5.00); PHYS 4B (5.00),,
University of California Santa Barbara,College of Alameda,PHYS 7C,PHYS 4B (5.00); PHYS 4C (5.00),,
University of California Santa Barbara,College of Alameda,PHYS 7D,PHYS 4B (5.00); PHYS 4C (5.00),,
University of California Santa Barbara,College of Alameda,PHYS 7L,PHYS 4A (5.00); PHYS 4B (5.00),,
University of California Santa Barbara,College of Alameda,CHEM 1A; CHEM 1AL; CHEM 1B; CHEM 1BL; CHEM 1C; CHEM 1CL,CHEM 1A (5.00); CHEM 1B (5.00),,
University of California Santa Barbara,College of Alameda,MCDB 1A; MCDB 1LL,BIOL 1A (5.00); BIOL 1B (5.00),,
University of California Santa Barbara,College of Alameda,MCDB 1B,BIOL 1A (5.00); BIOL 1B (5.00),,
University of California Santa Barbara,College of Alameda,PSTAT 120A,Not Articulated,,
University of California Santa Cruz,College of Alameda,CSE 12,Not Articulated,,
University of California Santa Cruz,College of Alameda,CSE 16,MATH 11 (4.00),,
University of California Santa Cruz,College of Alameda,CSE 30,Not Articulated,,
University of California Santa Cruz,College of Alameda,MATH 19A,MATH 3A (5.00),,
University of California Santa Cruz,College of Alameda,MATH 19B,MATH 3B (5.00),,
University of California Santa Cruz,College of Alameda,AM 10,MATH 3E (3.00),,
University of California Santa Cruz,College of Alameda,MATH 21,MATH 3E (3.00),,
University of California Santa Cruz,College of Alameda,AM 30,MATH 3C (5.00),,
University of California Santa Cruz,College of Alameda,MATH 23A,MATH 3C (5.00),,
