UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3,Courses Group 4
University of California Berkeley,Canada College,MATH 1A,MATH 251 (5.00),,,
University of California Berkeley,Canada College,MATH 1B,MATH 252 (5.00),,,
University of California Berkeley,Canada College,MATH 53,MATH 253 (5.00),,,
University of California Berkeley,Canada College,MATH 54,MATH 270 (3.00); MATH 275 (3.00),,,
University of California Berkeley,Canada College,PHYSICS 7A,PHYS 250 (4.00),,,
University of California Berkeley,Canada College,PHYSICS 7B,PHYS 260 (4.00),,,
University of California Berkeley,Canada College,ENGLISH R1A,ENGL 100 (3.00),ENGL 105 (5.00),,
University of California Berkeley,Canada College,ENGLISH R1B,ENGL 110 (3.00),ENGL 165 (3.00),,
University of California Berkeley,Canada College,ASTRON 7A,Not Articulated,,,
University of California Berkeley,Canada College,ASTRON 7B,Not Articulated,,,
University of California Berkeley,Canada College,BIOLOGY 1A; BIOLOGY 1AL; BIOLOGY 1B,BIOL 225 (5.00); BIOL 230 (5.00),,,
University of California Berkeley,Canada College,CHEM 1A; CHEM 1AL,CHEM 210 (5.00),,,
University of California Berkeley,Canada College,CHEM 1B,CHEM 220 (5.00),,,
University of California Berkeley,Canada College,CHEM 3A; CHEM 3AL,CHEM 231 (5.00),,,
University of California Berkeley,Canada College,CHEM 3B; CHEM 3BL,CHEM 232 (5.00),,,
University of California Berkeley,Canada College,MCELLBI 32; MCELLBI 32L,BIOL 260 (5.00),,,
University of California Berkeley,Canada College,PHYSICS 7C,PHYS 270 (4.00),,,
University of California Berkeley,Canada College,COMPSCI 61A,Not Articulated,,,
University of California Berkeley,Canada College,COMPSCI 61B,CIS 252 (3.00),,,
University of California Berkeley,Canada College,COMPSCI 61C,Not Articulated,,,
University of California Berkeley,Canada College,COMPSCI 70,Not Articulated,,,
University of California Berkeley,Canada College,EECS 16A,Not Articulated,,,
University of California Berkeley,Canada College,EECS 16B,Not Articulated,,,
University of California Davis,Canada College,ECS 020,CIS 262 (3.00),,,
University of California Davis,Canada College,ECS 036A,CIS 118 (4.00),,,
University of California Davis,Canada College,ECS 036B,CIS 250 (3.00),CIS 284 (3.00),,
University of California Davis,Canada College,ECS 036C,Not Articulated,,,
University of California Davis,Canada College,ECS 050,CIS 242 (3.00),,,
University of California Davis,Canada College,MAT 021A,MATH 251 (5.00),,,
University of California Davis,Canada College,MAT 021B,MATH 252 (5.00),,,
University of California Davis,Canada College,MAT 021C,MATH 253 (5.00),,,
University of California Davis,Canada College,MAT 022A,MATH 270 (3.00),,,
University of California Davis,Canada College,MAT 027A,Not Articulated,,,
University of California Davis,Canada College,MAT 067,Not Articulated,,,
University of California Davis,Canada College,BIS 002A,BIOL 230 (5.00),,,
University of California Davis,Canada College,BIS 002B,BIOL 225 (5.00),,,
University of California Davis,Canada College,BIS 002C,BIOL 225 (5.00),,,
University of California Davis,Canada College,CHE 002A; CHE 002B; CHE 002C,CHEM 210 (5.00); CHEM 220 (5.00),,,
University of California Davis,Canada College,CHE 004A,Not Articulated,,,
University of California Davis,Canada College,CHE 004B,Not Articulated,,,
University of California Davis,Canada College,CHE 004C,Not Articulated,,,
University of California Davis,Canada College,PHY 009A,PHYS 250 (4.00),,,
University of California Davis,Canada College,PHY 009B,PHYS 270 (4.00),,,
University of California Davis,Canada College,PHY 009C,PHYS 260 (4.00),,,
