UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3,Courses Group 4
University of California Davis,Oxnard College,MAT 021C; MAT 021D,MATH R122 (5.00),,,
University of California Davis,Oxnard College,MAT 022A,MATH R134 (3.00),,,
University of California Davis,Oxnard College,MAT 027A,Not Articulated,,,
University of California Davis,Oxnard College,MAT 067,Not Articulated,,,
University of California Davis,Oxnard College,BIS 002A,BIOL R120 (4.00),,,
University of California Davis,Oxnard College,BIS 002B,Not Articulated,,,
University of California Davis,Oxnard College,BIS 002C,BIOL R122 (4.00); BIOL R122L (1.00),,,
University of California Davis,Oxnard College,CHE 002A; CHE 002B; CHE 002C,CHEM R120 (5.00); CHEM R122 (5.00),,,
University of California Davis,Oxnard College,CHE 004A,Not Articulated,,,
University of California Davis,Oxnard College,CHE 004B,Not Articulated,,,
University of California Davis,Oxnard College,CHE 004C,Not Articulated,,,
University of California Davis,Oxnard College,PHY 009A,PHYS R131 (5.00); PHYS R133 (5.00),,,
University of California Davis,Oxnard College,PHY 009B,PHYS R131 (5.00); PHYS R133 (5.00),,,
University of California Davis,Oxnard College,PHY 009C,PHYS R132 (5.00),,,
University of California Irvine,Oxnard College,I&C SCI 31; I&C SCI 32; I&C SCI 33,Not Articulated,,,
University of California Irvine,Oxnard College,MATH 2A,MATH R120 (5.00),,,
University of California Irvine,Oxnard College,MATH 2B,MATH R121 (5.00),,,
University of California Irvine,Oxnard College,MATH 3A,MATH R134 (3.00),,,
University of California Irvine,Oxnard College,I&C SCI 6N,Not Articulated,,,
University of California Irvine,Oxnard College,I&C SCI 6B,Not Articulated,,,
University of California Irvine,Oxnard College,I&C SCI 6D,Not Articulated,,,
University of California Irvine,Oxnard College,I&C SCI 45C,Not Articulated,,,
University of California Irvine,Oxnard College,I&C SCI 46,Not Articulated,,,
University of California Irvine,Oxnard College,I&C SCI 51,Not Articulated,,,
University of California Irvine,Oxnard College,I&C SCI 53,Not Articulated,,,
University of California Irvine,Oxnard College,IN4MATX 43,Not Articulated,,,
University of California Irvine,Oxnard College,STATS 67,Not Articulated,,,
University of California Los Angeles,Oxnard College,COM SCI 31,Not Articulated,,,
University of California Los Angeles,Oxnard College,COM SCI 32,Not Articulated,,,
University of California Los Angeles,Oxnard College,COM SCI 33,Not Articulated,,,
University of California Los Angeles,Oxnard College,COM SCI 35L,Not Articulated,,,
University of California Los Angeles,Oxnard College,COM SCI M51A,Not Articulated,,,
University of California Los Angeles,Oxnard College,EC ENGR M16,Not Articulated,,,
University of California Los Angeles,Oxnard College,MATH 31A,MATH R120 (5.00),,,
University of California Los Angeles,Oxnard College,MATH 31B,MATH R121 (5.00),,,
University of California Los Angeles,Oxnard College,MATH 32A,MATH R122 (5.00),,,
University of California Los Angeles,Oxnard College,MATH 32B,MATH R122 (5.00),,,
University of California Los Angeles,Oxnard College,MATH 33A,MATH R134 (3.00),,,
University of California Los Angeles,Oxnard College,MATH 33B,MATH R143 (3.00),,,
University of California Los Angeles,Oxnard College,MATH 61,Not Articulated,,,
