UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3
University of California Santa Barbara,Merritt College,MATH 3A,MATH 3A (5.00),,
University of California Santa Barbara,Merritt College,MATH 3B,MATH 3B (5.00),,
University of California Santa Barbara,Merritt College,MATH 4A,MATH 3E (3.00),,
University of California Santa Barbara,Merritt College,MATH 4B,MATH 3F (3.00),,
University of California Santa Barbara,Merritt College,CMPSC 16,Not Articulated,,
University of California Santa Barbara,Merritt College,CMPSC 24,Not Articulated,,
University of California Santa Barbara,Merritt College,CMPSC 40,CIS 11 (4.00),MATH 11 (4.00),
University of California Santa Barbara,Merritt College,CMPSC 32,Not Articulated,,
University of California Santa Barbara,Merritt College,CMPSC 64,Not Articulated,,
University of California Santa Barbara,Merritt College,MATH 6A,MATH 3C (5.00),,
University of California Santa Barbara,Merritt College,PHYS 1,PHYS 4A (5.00),,
University of California Santa Barbara,Merritt College,PHYS 2,PHYS 4A (5.00); PHYS 4B (5.00),,
University of California Santa Barbara,Merritt College,PHYS 3; PHYS 3L,PHYS 4B (5.00),,
University of California Santa Barbara,Merritt College,PHYS 6A; PHYS 6AL; PHYS 6B; PHYS 6BL; PHYS 6C; PHYS 6CL,PHYS 2A (5.00); PHYS 2B (5.00),,
University of California Santa Barbara,Merritt College,PHYS 7A,PHYS 4A (5.00),,
University of California Santa Barbara,Merritt College,PHYS 7B,PHYS 4A (5.00); PHYS 4B (5.00),,
University of California Santa Barbara,Merritt College,PHYS 7C,PHYS 4B (5.00); PHYS 4C (5.00),,
University of California Santa Barbara,Merritt College,PHYS 7D,PHYS 4B (5.00); PHYS 4C (5.00),,
University of California Santa Barbara,Merritt College,PHYS 7L,PHYS 4A (5.00); PHYS 4B (5.00),,
University of California Santa Barbara,Merritt College,CHEM 1A; CHEM 1AL; CHEM 1B; CHEM 1BL; CHEM 1C; CHEM 1CL,CHEM 1A (5.00); CHEM 1B (5.00),,
University of California Santa Barbara,Merritt College,MCDB 1A; MCDB 1LL,BIOL 1A (5.00); BIOL 1B (5.00),,
University of California Santa Barbara,Merritt College,MCDB 1B,BIOL 1A (5.00); BIOL 1B (5.00),,
University of California Santa Barbara,Merritt College,PSTAT 120A,Not Articulated,,
University of California Santa Cruz,Merritt College,CSE 12,Not Articulated,,
University of California Santa Cruz,Merritt College,CSE 16,Not Articulated,,
University of California Santa Cruz,Merritt College,CSE 30,Not Articulated,,
University of California Santa Cruz,Merritt College,MATH 19A,MATH 3A (5.00),,
University of California Santa Cruz,Merritt College,MATH 19B,MATH 3B (5.00),,
University of California Santa Cruz,Merritt College,AM 10,MATH 3E (3.00),,
University of California Santa Cruz,Merritt College,MATH 21,MATH 3E (3.00),,
University of California Santa Cruz,Merritt College,AM 30,MATH 3C (5.00),,
University of California Santa Cruz,Merritt College,MATH 23A,MATH 3C (5.00),,
