UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3
University of California Berkeley,Los Angeles Valley College,MATH 1A,MATH 261 (5.00),,
University of California Berkeley,Los Angeles Valley College,MATH 1B,MATH 262 (5.00),,
University of California Berkeley,Los Angeles Valley College,MATH 53,MATH 263 (5.00),,
University of California Berkeley,Los Angeles Valley College,MATH 54,MATH 270 (3.00); MATH 275 (3.00),,
University of California Berkeley,Los Angeles Valley College,PHYSICS 7A,PHYSICS 037 (5.00),,
University of California Berkeley,Los Angeles Valley College,PHYSICS 7B,PHYSICS 038 (5.00),,
University of California Berkeley,Los Angeles Valley College,ENGLISH R1A,ENGLISH 101 (3.00),,
University of California Berkeley,Los Angeles Valley College,ENGLISH R1B,ENGLISH 102 (3.00),,
University of California Berkeley,Los Angeles Valley College,ASTRON 7A,Not Articulated,,
University of California Berkeley,Los Angeles Valley College,ASTRON 7B,Not Articulated,,
University of California Berkeley,Los Angeles Valley College,BIOLOGY 1A; BIOLOGY 1AL,BIOLOGY 006 (5.00),,
University of California Berkeley,Los Angeles Valley College,BIOLOGY 1B,BIOLOGY 007 (5.00),,
University of California Berkeley,Los Angeles Valley College,CHEM 1A; CHEM 1AL; CHEM 1B,CHEM 101 (5.00); CHEM 102 (5.00),,
University of California Berkeley,Los Angeles Valley College,CHEM 3A; CHEM 3AL,CHEM 211 (5.00),,
University of California Berkeley,Los Angeles Valley College,CHEM 3B; CHEM 3BL,CHEM 212 (5.00),,
University of California Berkeley,Los Angeles Valley College,MCELLBI 32; MCELLBI 32L,PHYSIOL 001 (4.00),,
University of California Berkeley,Los Angeles Valley College,PHYSICS 7C,PHYSICS 039 (5.00),,
University of California Berkeley,Los Angeles Valley College,COMPSCI 61A,Not Articulated,,
University of California Berkeley,Los Angeles Valley College,COMPSCI 61B,CS 136 (3.00); CS 117 (3.00),,
University of California Berkeley,Los Angeles Valley College,COMPSCI 61C,Not Articulated,,
University of California Berkeley,Los Angeles Valley College,COMPSCI 70,Not Articulated,,
University of California Berkeley,Los Angeles Valley College,EECS 16A,Not Articulated,,
University of California Berkeley,Los Angeles Valley College,EECS 16B,Not Articulated,,
University of California Davis,Los Angeles Valley College,ECS 020,Not Articulated,,
University of California Davis,Los Angeles Valley College,ECS 036A,CS 115 (3.00),CS 117 (3.00),CS 213 (3.00)
University of California Davis,Los Angeles Valley College,ECS 036B,CS 216 (3.00),,
University of California Davis,Los Angeles Valley College,ECS 036C,Not Articulated,,
University of California Davis,Los Angeles Valley College,ECS 050,CS 130 (3.00),,
University of California Davis,Los Angeles Valley College,MAT 021A,MATH 261 (5.00),,
University of California Davis,Los Angeles Valley College,MAT 021B,MATH 261 (5.00); MATH 262 (5.00),,
University of California Davis,Los Angeles Valley College,MAT 021C,MATH 262 (5.00); MATH 263 (5.00),,
University of California Davis,Los Angeles Valley College,MAT 022A,MATH 270 (3.00),,
University of California Davis,Los Angeles Valley College,MAT 027A,Not Articulated,,
University of California Davis,Los Angeles Valley College,MAT 067,Not Articulated,,
University of California Davis,Los Angeles Valley College,BIS 002A,BIOLOGY 006 (5.00),,
University of California Davis,Los Angeles Valley College,BIS 002B,BIOLOGY 007 (5.00),,
University of California Davis,Los Angeles Valley College,BIS 002C,BIOLOGY 007 (5.00),,
University of California Davis,Los Angeles Valley College,CHE 002A; CHE 002B; CHE 002C,CHEM 101 (5.00); CHEM 102 (5.00),,
University of California Davis,Los Angeles Valley College,CHE 004A,Not Articulated,,
University of California Davis,Los Angeles Valley College,CHE 004B,Not Articulated,,
University of California Davis,Los Angeles Valley College,CHE 004C,Not Articulated,,
University of California Davis,Los Angeles Valley College,PHY 009A,PHYSICS 037 (5.00),,
University of California Davis,Los Angeles Valley College,PHY 009B,PHYSICS 039 (5.00),,
University of California Davis,Los Angeles Valley College,PHY 009C,PHYSICS 038 (5.00),,
University of California Irvine,Los Angeles Valley College,I&C SCI 31; I&C SCI 32; I&C SCI 33,CS 117 (3.00); CS 216 (3.00),,
University of California Irvine,Los Angeles Valley College,MATH 2A,MATH 261 (5.00),,
University of California Irvine,Los Angeles Valley College,MATH 2B,MATH 262 (5.00),,
University of California Irvine,Los Angeles Valley College,MATH 3A,MATH 270 (3.00),,
University of California Irvine,Los Angeles Valley College,I&C SCI 6N,Not Articulated,,
University of California Irvine,Los Angeles Valley College,I&C SCI 6B,CS 131 (3.00),,
University of California Irvine,Los Angeles Valley College,I&C SCI 6D,Not Articulated,,
University of California Irvine,Los Angeles Valley College,I&C SCI 45C,Not Articulated,,
University of California Irvine,Los Angeles Valley College,I&C SCI 46,Not Articulated,,
University of California Irvine,Los Angeles Valley College,I&C SCI 51,Not Articulated,,
University of California Irvine,Los Angeles Valley College,I&C SCI 53,Not Articulated,,
University of California Irvine,Los Angeles Valley College,IN4MATX 43,Not Articulated,,
University of California Irvine,Los Angeles Valley College,STATS 67,Not Articulated,,
University of California Los Angeles,Los Angeles Valley College,COM SCI 31,CS 216 (3.00),,
University of California Los Angeles,Los Angeles Valley College,COM SCI 32,CS 136 (3.00),,
University of California Los Angeles,Los Angeles Valley College,COM SCI 33,CS 130 (3.00),,
University of California Los Angeles,Los Angeles Valley College,COM SCI 35L,Not Articulated,,
University of California Los Angeles,Los Angeles Valley College,COM SCI M51A,Not Articulated,,
University of California Los Angeles,Los Angeles Valley College,EC ENGR M16,Not Articulated,,
University of California Los Angeles,Los Angeles Valley College,MATH 31A,MATH 261 (5.00),,
University of California Los Angeles,Los Angeles Valley College,MATH 31B,MATH 262 (5.00),,
