UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3
University of California Berkeley,West Los Angeles College,MATH 1A,MATH 261 (5.00),,
University of California Berkeley,West Los Angeles College,MATH 1B,MATH 262 (5.00),,
University of California Berkeley,West Los Angeles College,MATH 53,MATH 263 (5.00),,
University of California Berkeley,West Los Angeles College,MATH 54,MATH 270 (3.00); MATH 275 (3.00),,
University of California Berkeley,West Los Angeles College,PHYSICS 7A; PHYSICS 7B; PHYSICS 7C,PHYSICS 037 (5.00); PHYSICS 038 (5.00); PHYSICS 039 (5.00),,
University of California Berkeley,West Los Angeles College,ENGLISH R1A,ENGLISH 101 (3.00),,
University of California Berkeley,West Los Angeles College,ENGLISH R1B,ENGLISH 102 (3.00),,
University of California Berkeley,West Los Angeles College,ASTRON 7A,Not Articulated,,
University of California Berkeley,West Los Angeles College,ASTRON 7B,Not Articulated,,
University of California Berkeley,West Los Angeles College,BIOLOGY 1A; BIOLOGY 1AL,BIOLOGY 006 (5.00),,
University of California Berkeley,West Los Angeles College,BIOLOGY 1B,BIOLOGY 007 (5.00),,
University of California Berkeley,West Los Angeles College,CHEM 1A; CHEM 1AL; CHEM 1B,CHEM 101 (5.00); CHEM 102 (5.00),,
University of California Berkeley,West Los Angeles College,CHEM 3A; CHEM 3AL,CHEM 211 (5.00),,
University of California Berkeley,West Los Angeles College,CHEM 3B; CHEM 3BL,CHEM 212 (5.00),,
University of California Berkeley,West Los Angeles College,MCELLBI 32; MCELLBI 32L,Not Articulated,,
University of California Berkeley,West Los Angeles College,PHYSICS 7A; PHYSICS 7B; PHYSICS 7C,PHYSICS 037 (5.00); PHYSICS 038 (5.00); PHYSICS 039 (5.00),,
University of California Berkeley,West Los Angeles College,COMPSCI 61A,Not Articulated,,
University of California Berkeley,West Los Angeles College,COMPSCI 61B,Not Articulated,,
University of California Berkeley,West Los Angeles College,COMPSCI 61C,Not Articulated,,
University of California Berkeley,West Los Angeles College,COMPSCI 70,Not Articulated,,
University of California Berkeley,West Los Angeles College,EECS 16A,Not Articulated,,
