cc,system_type,ucs,uc_count,ge_pattern,status,total_terms,total_units,over_2_years,units_term_1,units_term_2,units_term_3,units_term_4,units_term_5,units_term_6,error
de_anza,quarter,UCD+UCI+UCSC+UCSD,4,IGETC,success,5,88.5,False,20.0,17.5,20.0,20,11,0,
de_anza,quarter,UCD+UCI+UCM+UCSD,4,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCI+UCSC+UCSD,4,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCB+UCI+UCM+UCSD,4,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCI+UCM+UCSC+UCSD,4,IGETC,success,5,93.5,False,20.0,17.5,20.0,20,16,0,
de_anza,quarter,UCD+UCR+UCSB+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCR+UCSB+UCSD,4,IGETC,success,6,107.0,False,20.0,17.5,18.5,20,13,18.0,
de_anza,quarter,UCR+UCSB+UCSC+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCM+UCR+UCSB+UCSD,4,IGETC,success,6,107.0,False,20.0,17.5,18.5,20,13,18.0,
de_anza,quarter,UCB+UCD+UCR+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCR+UCSC+UCSD,4,IGETC,success,5,84.0,False,20.0,17.5,18.5,20,8,0,
de_anza,quarter,UCD+UCM+UCR+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCR+UCSC+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCM+UCR+UCSD,4,IGETC,success,6,107.0,False,20.0,17.5,18.5,20,13,18.0,
de_anza,quarter,UCM+UCR+UCSC+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCSB+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCSB+UCSC+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCM+UCSB+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCSB+UCSC+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCM+UCSB+UCSD,4,IGETC,success,6,107.0,False,20.0,17.5,18.5,20,13,18.0,
de_anza,quarter,UCM+UCSB+UCSC+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
