Community College,UCSD Articulated,UCSD Unarticulated,UCSB Articulated,UCSB Unarticulated,UCSC Articulated,UCSC Unarticulated,UCLA Articulated,UCLA Unarticulated,UCB Articulated,UCB Unarticulated,UCI Articulated,UCI Unarticulated,UCD Articulated,UCD Unarticulated,UCR Articulated,UCR Unarticulated,UCM Articulated,UCM Unarticulated
Merced_Community_College_District.csv,1.02,2.0,0.61,1.0,0.5,0.0,0.12,1.0,0.12,0.0,4.0,0.0,1.5,1.0,0.39,0.0,1.02,0.0
Marin_Community_College_District.csv,0.02,1.0,0.14,0.0,0.39,0.0,0.39,0.0,0.02,0.0,1.38,0.0,0.88,0.0,0.48,0.0,0.02,0.0
Siskiyou_Joint_Community_College_District.csv,0.0,3.0,1.02,2.0,0.39,1.0,0.02,1.0,0.02,0.0,0.0,3.0,0.77,2.0,0.39,0.0,0.04,0.0
Imperial_Community_College_District.csv,1.12,0.0,0.39,2.0,0.38,2.0,0.02,1.0,0.02,0.0,0.0,3.0,1.38,3.0,0.38,1.0,0.39,0.0
Kern_Community_College_District.csv,0.0,3.0,1.12,1.0,0.86,1.0,0.02,0.0,0.02,0.0,0.0,3.0,1.86,2.0,1.0,0.0,0.02,0.0
Lassen_Community_College_District.csv,0.0,5.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,3.0
Cabrillo_Community_College_District.csv,1.04,0.0,0.07,0.0,0.77,0.0,0.04,0.0,0.02,0.0,1.38,0.0,0.8,0.0,0.39,0.0,0.04,0.0
San_Mateo_County_Community_College_District.csv,3.0,0.0,0.14,0.0,0.5,0.0,0.02,0.0,0.02,0.0,0.02,0.0,1.86,0.0,0.38,0.0,0.04,0.0
West_Kern_Community_College_District.csv,0.0,4.0,2.23,0.0,0.0,3.0,0.02,2.0,0.12,0.0,0.0,3.0,0.11,4.0,0.11,1.0,0.12,1.0
Desert_Community_College_District.csv,0.02,2.0,0.43,0.0,0.41,0.0,0.02,1.0,0.02,0.0,0.0,3.0,0.41,2.0,1.38,0.0,0.04,0.0
San_Jose-Evergreen_Community_College_District.csv,0.04,1.0,1.45,0.0,0.41,0.0,1.05,0.0,0.02,0.0,0.43,0.0,1.8,1.0,0.39,0.0,1.02,0.0
Shasta-Tehama-Trinity_Joint_Community_College_District.csv,0.0,3.0,0.25,0.0,0.48,1.0,0.02,1.0,0.02,0.0,0.0,3.0,0.61,1.0,0.12,0.0,0.04,0.0
Palo_Verde_Community_College_District.csv,0.11,6.0,0.0,7.0,0.0,5.0,0.11,6.0,0.0,4.0,0.0,5.0,0.0,8.0,0.0,5.0,0.11,4.0
San_Luis_Obispo_County_Community_College_District.csv,1.04,0.0,0.39,1.0,0.41,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.41,0.0,0.39,0.0,0.0,0.0
San_Francisco_Community_College_District.csv,1.12,0.0,0.52,0.0,0.39,0.0,0.5,0.0,0.38,0.0,4.0,0.0,0.41,0.0,1.02,0.0,0.38,0.0
Santa_Clarita_Community_College_District.csv,2.05,0.0,1.2,0.0,1.05,0.0,0.04,0.0,0.02,0.0,1.0,3.0,0.14,2.0,0.12,0.0,0.05,0.0
Long_Beach_Community_College_District.csv,0.02,2.0,0.12,0.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,1.0,0.0,0.0,0.02,0.0
Santa_Barbara_Community_College_District.csv,0.39,0.0,0.52,0.0,0.39,0.0,0.02,0.0,0.02,0.0,2.0,0.0,0.5,1.0,0.11,0.0,0.02,0.0
Coast_Community_College_District.csv,1.12,0.0,0.52,0.0,0.39,0.0,0.5,0.0,0.02,0.0,4.0,0.0,4.77,0.0,0.38,0.0,0.02,0.0
Napa_Valley_Community_College_District.csv,0.0,3.0,1.12,1.0,0.11,2.0,0.02,1.0,0.02,0.0,0.0,3.0,0.21,3.0,0.11,1.0,0.12,0.0
Redwoods_Community_College_District.csv,0.0,3.0,0.02,3.0,0.0,3.0,0.02,1.0,0.02,0.0,0.0,3.0,1.0,4.0,1.0,1.0,0.02,1.0
Mendocino-Lake_Community_College_District.csv,0.11,2.0,1.02,2.0,0.0,3.0,0.02,1.0,0.02,0.0,0.0,3.0,1.38,3.0,0.48,0.0,1.12,0.0
Santa_Monica_Community_College_District.csv,1.39,0.0,0.41,0.0,1.02,0.0,0.39,0.0,0.02,0.0,3.38,0.0,1.02,2.0,0.75,0.0,0.02,0.0
San_Joaquin_Delta_Community_College_District.csv,0.02,3.0,0.62,0.0,0.59,0.0,0.43,0.0,0.04,0.0,0.0,3.0,0.5,3.0,1.02,0.0,0.14,0.0
Feather_River_Community_College_District.csv,0.0,5.0,1.0,4.0,0.0,3.0,0.0,5.0,0.38,1.0,0.0,3.0,0.0,6.0,0.0,2.0,0.38,2.0
Cerritos_Community_College_District.csv,1.04,0.0,0.02,1.0,0.41,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.52,0.0,0.11,0.0,0.02,0.0
Riverside_Community_College_District.csv,1.02,1.0,0.07,0.0,0.5,0.0,0.04,0.0,0.02,0.0,3.11,0.0,0.54,0.0,0.04,0.0,0.04,0.0
South_Orange_County_Community_College_District.csv,2.0,0.0,0.5,0.0,2.11,0.0,0.12,0.0,0.02,0.0,3.48,0.0,1.59,0.0,1.38,0.0,0.02,0.0
Mt._San_Antonio_Community_College_District.csv,1.05,0.0,3.41,0.0,2.02,0.0,0.41,0.0,0.02,0.0,0.0,3.0,1.04,2.0,2.0,0.0,1.02,0.0
Monterey_Peninsula_Community_College_District.csv,0.38,2.0,0.41,1.0,0.75,0.0,0.04,0.0,0.02,0.0,0.39,0.0,0.77,1.0,0.38,0.0,0.02,0.0
Glendale_Community_College_District.csv,1.11,1.0,0.14,0.0,0.39,1.0,0.02,0.0,0.02,0.0,2.11,0.0,0.61,0.0,0.11,0.0,0.04,0.0
Los_Angeles_Community_College_District.csv,1.02,0.0,0.14,0.0,0.39,0.0,0.12,0.0,0.02,0.0,1.0,0.0,0.61,0.0,0.21,0.0,0.02,0.0
San_Diego_Community_College_District.csv,0.5,0.0,0.25,0.0,1.02,1.0,0.12,0.0,0.02,0.0,2.11,0.0,1.39,2.0,0.75,0.0,0.12,0.0
Chaffey_Community_College_District.csv,0.0,3.0,0.52,0.0,0.0,3.0,0.23,0.0,0.02,0.0,0.12,0.0,0.5,2.0,0.11,1.0,0.04,0.0
Compton_Community_College_District.csv,1.12,0.0,0.12,1.0,0.02,2.0,0.0,1.0,0.0,0.0,1.11,0.0,0.02,4.0,0.0,2.0,0.0,1.0
Rio_Hondo_Community_College_District.csv,1.75,1.0,0.59,1.0,1.11,1.0,0.59,0.0,0.75,0.0,0.48,0.0,0.21,3.0,0.21,0.0,0.59,0.0
Peralta_Community_College_District.csv,1.02,1.0,0.25,0.0,0.5,0.0,0.02,1.0,0.02,0.0,0.0,3.0,0.5,1.0,1.11,0.0,0.12,0.0
Antelope_Valley_Community_College_District.csv,2.52,0.0,0.05,1.0,0.5,0.0,0.02,1.0,0.02,0.0,2.39,0.0,0.5,2.0,0.0,2.0,0.04,0.0
West_Valley-Mission_Community_College_District.csv,1.41,0.0,0.07,0.0,1.04,0.0,0.05,0.0,0.04,0.0,4.0,0.0,5.05,0.0,0.04,0.0,0.41,0.0
Victor_Valley_Community_College_District.csv,1.0,2.0,1.5,0.0,0.38,2.0,0.02,1.0,0.02,1.0,0.0,3.0,0.48,3.0,0.48,0.0,0.02,1.0
Pasadena_Area_Community_College_District.csv,1.39,0.0,0.52,0.0,0.5,0.0,0.02,0.0,0.02,0.0,3.38,0.0,0.86,1.0,1.0,0.0,0.04,0.0
MiraCosta_Community_College_District.csv,1.02,0.0,1.5,0.0,0.48,0.0,0.39,0.0,0.02,0.0,2.12,0.0,0.61,0.0,0.12,0.0,0.02,0.0
Contra_Costa_Community_College_District.csv,4.02,0.0,0.23,0.0,0.77,0.0,1.0,0.0,0.0,0.0,0.86,0.0,0.98,0.0,0.75,0.0,0.11,0.0
Allan_Hancock_Joint_Community_College_District.csv,0.02,1.0,0.39,0.0,0.39,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.39,3.0,0.38,0.0,0.0,0.0
Ventura_County_Community_College_District.csv,0.5,0.0,1.5,0.0,1.39,0.0,1.02,0.0,0.02,0.0,2.48,0.0,1.98,0.0,0.11,1.0,0.04,0.0
North_Orange_County_Community_College_District.csv,1.11,0.0,0.21,0.0,1.48,0.0,0.38,0.0,0.0,0.0,1.38,0.0,2.86,0.0,0.48,0.0,0.0,0.0
State_Center_Community_College_District.csv,0.02,0.0,0.12,0.0,0.39,0.0,1.0,0.0,0.0,0.0,0.11,0.0,2.5,0.0,1.0,0.0,0.0,0.0
Chabot-Las_Positas_Community_College_District.csv,1.02,0.0,0.41,0.0,0.39,0.0,0.12,0.0,0.02,0.0,1.38,0.0,3.88,0.0,0.48,0.0,0.02,0.0
Sonoma_County_Junior_College_District.csv,0.39,1.0,1.04,1.0,0.39,0.0,0.02,1.0,0.02,0.0,0.0,3.0,0.77,1.0,1.0,0.0,0.02,0.0
