Community College,UCSD Articulated,UCSD Unarticulated,UCSB Articulated,UCSB Unarticulated,UCSC Articulated,UCSC Unarticulated,UCLA Articulated,UCLA Unarticulated,UCB Articulated,UCB Unarticulated,UCI Articulated,UCI Unarticulated,UCD Articulated,UCD Unarticulated,UCR Articulated,UCR Unarticulated,UCM Articulated,UCM Unarticulated
Merced_Community_College_District.csv,2.12,2.0,3.0,1.0,2.25,0.0,1.88,1.0,1.88,0.0,4.0,0.0,3.75,1.0,1.5,0.0,2.12,0.0
Marin_Community_College_District.csv,2.12,1.0,3.0,0.0,2.0,0.0,2.5,0.0,1.62,0.0,1.88,0.0,4.12,0.0,1.62,0.0,2.12,0.0
Siskiyou_Joint_Community_College_District.csv,1.0,3.0,2.12,2.0,1.5,1.0,1.62,1.0,1.62,0.0,0.0,3.0,2.88,2.0,1.5,0.0,2.25,0.0
Imperial_Community_College_District.csv,3.62,0.0,2.0,2.0,0.88,2.0,1.62,1.0,1.62,0.0,0.0,3.0,2.38,3.0,0.88,1.0,2.5,0.0
Kern_Community_College_District.csv,1.25,3.0,3.12,1.0,3.0,1.0,2.38,0.0,1.88,0.0,0.25,3.0,4.75,2.0,1.75,0.0,2.38,0.0
Lassen_Community_College_District.csv,0.0,5.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,3.0
Cabrillo_Community_College_District.csv,3.25,0.0,3.0,0.0,2.38,0.0,2.25,0.0,1.62,0.0,1.88,0.0,4.12,0.0,1.5,0.0,2.25,0.0
San_Mateo_County_Community_College_District.csv,4.0,0.0,3.0,0.0,2.25,0.0,2.12,0.0,1.62,0.0,1.12,0.0,4.5,0.0,1.38,0.0,2.25,0.0
West_Kern_Community_College_District.csv,0.5,4.0,4.12,0.0,0.0,3.0,1.12,2.0,1.88,0.0,0.0,3.0,1.25,4.0,0.75,1.0,1.88,1.0
Desert_Community_College_District.csv,1.62,2.0,3.25,0.0,2.12,0.0,1.62,1.0,1.62,0.0,0.0,3.0,2.62,2.0,1.88,0.0,2.25,0.0
San_Jose-Evergreen_Community_College_District.csv,3.25,1.0,4.88,0.0,3.12,0.0,3.88,0.0,2.62,0.0,2.75,0.0,5.12,1.0,2.5,0.0,3.62,0.0
Shasta-Tehama-Trinity_Joint_Community_College_District.csv,1.0,3.0,3.25,0.0,1.62,1.0,1.62,1.0,1.62,0.0,0.0,3.0,3.5,1.0,1.38,0.0,2.25,0.0
Palo_Verde_Community_College_District.csv,0.75,6.0,0.0,7.0,0.0,5.0,0.75,6.0,0.0,4.0,0.0,5.0,0.0,8.0,0.0,5.0,0.75,4.0
San_Luis_Obispo_County_Community_College_District.csv,3.75,0.0,2.0,1.0,2.62,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.12,0.0,2.0,0.0,1.5,0.0
San_Francisco_Community_College_District.csv,3.62,0.0,3.62,0.0,2.25,0.0,3.0,0.0,1.62,0.0,4.0,0.0,3.38,0.0,1.88,0.0,2.12,0.0
Santa_Clarita_Community_College_District.csv,4.88,0.0,5.38,0.0,2.88,0.0,2.25,0.0,1.62,0.0,1.0,3.0,2.5,2.0,1.38,0.0,2.88,0.0
Long_Beach_Community_College_District.csv,1.62,2.0,2.88,0.0,1.38,1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.25,1.0,1.0,0.0,1.62,0.0
Santa_Barbara_Community_College_District.csv,3.5,0.0,4.38,0.0,2.0,0.0,2.12,0.0,1.62,0.0,2.5,0.0,3.25,1.0,1.25,0.0,2.12,0.0
Coast_Community_College_District.csv,3.25,0.0,3.25,0.0,1.88,0.0,2.75,0.0,1.12,0.0,4.0,0.0,7.25,0.0,1.25,0.0,1.5,0.0
Napa_Valley_Community_College_District.csv,1.0,3.0,2.88,1.0,0.75,2.0,1.62,1.0,1.62,0.0,0.0,3.0,2.0,3.0,0.75,1.0,2.38,0.0
Redwoods_Community_College_District.csv,1.0,3.0,1.12,3.0,0.0,3.0,1.62,1.0,1.62,0.0,0.0,3.0,1.5,4.0,1.0,1.0,1.62,1.0
Mendocino-Lake_Community_College_District.csv,1.75,2.0,2.12,2.0,0.0,3.0,1.62,1.0,1.62,0.0,0.0,3.0,2.38,3.0,1.62,0.0,3.38,0.0
Santa_Monica_Community_College_District.csv,4.0,0.0,3.12,0.0,2.12,0.0,2.5,0.0,1.62,0.0,3.88,0.0,2.62,2.0,1.75,0.0,2.12,0.0
San_Joaquin_Delta_Community_College_District.csv,1.12,3.0,4.12,0.0,2.38,0.0,3.25,0.0,1.75,0.0,0.0,3.0,2.25,3.0,1.62,0.0,2.5,0.0
Feather_River_Community_College_District.csv,0.0,5.0,1.0,4.0,0.0,3.0,0.0,5.0,0.88,1.0,0.0,3.0,0.0,6.0,0.0,2.0,0.88,2.0
Cerritos_Community_College_District.csv,3.25,0.0,1.62,1.0,2.12,0.0,1.5,0.0,1.0,0.0,1.25,0.0,3.88,0.0,1.25,0.0,1.62,0.0
Riverside_Community_College_District.csv,2.62,1.0,3.0,0.0,2.25,0.0,2.25,0.0,1.62,0.0,3.75,0.0,4.0,0.0,1.25,0.0,2.25,0.0
South_Orange_County_Community_College_District.csv,3.38,0.0,3.12,0.0,3.12,0.0,2.38,0.0,1.62,0.0,5.0,0.0,4.25,0.0,1.88,0.0,2.0,0.0
Mt._San_Antonio_Community_College_District.csv,3.38,0.0,5.12,0.0,2.62,0.0,2.62,0.0,1.12,0.0,0.0,3.0,2.75,2.0,2.0,0.0,2.12,0.0
Monterey_Peninsula_Community_College_District.csv,1.88,2.0,2.62,1.0,2.25,0.0,2.25,0.0,1.62,0.0,2.0,0.0,3.38,1.0,1.38,0.0,2.12,0.0
Glendale_Community_College_District.csv,2.75,1.0,3.0,0.0,1.5,1.0,2.12,0.0,1.62,0.0,3.25,0.0,4.0,0.0,1.25,0.0,2.25,0.0
Los_Angeles_Community_College_District.csv,3.12,0.0,3.0,0.0,2.0,0.0,2.38,0.0,1.62,0.0,1.0,0.0,4.0,0.0,1.5,0.0,2.12,0.0
San_Diego_Community_College_District.csv,3.25,0.0,3.25,0.0,1.62,1.0,2.38,0.0,1.62,0.0,2.75,0.0,3.0,2.0,1.75,0.0,2.38,0.0
