Community College,UCSD Articulated,UCSD Unarticulated,UCSB Articulated,UCSB Unarticulated,UCSC Articulated,UCSC Unarticulated,UCLA Articulated,UCLA Unarticulated,UCB Articulated,UCB Unarticulated,UCI Articulated,UCI Unarticulated,UCD Articulated,UCD Unarticulated,UCR Articulated,UCR Unarticulated,UCM Articulated,UCM Unarticulated
Merced_Community_College_District.csv,0.1,2.0,0.59,1.0,0.64,0.0,0.53,1.0,0.03,0.0,1.57,0.0,0.73,1.0,0.29,0.0,0.1,0.0
Marin_Community_College_District.csv,0.11,1.0,0.67,0.0,0.59,0.0,0.69,0.0,0.03,0.0,0.01,0.0,0.97,0.0,0.37,0.0,0.04,0.0
Siskiyou_Joint_Community_College_District.csv,0.03,3.0,1.51,2.0,0.57,1.0,0.53,1.0,0.03,0.0,0.0,3.0,1.09,2.0,0.57,0.0,0.1,0.0
Imperial_Community_College_District.csv,1.6,0.0,0.59,2.0,0.36,2.0,0.53,1.0,0.03,0.0,0.0,3.0,1.37,3.0,0.5,1.0,0.53,0.0
Kern_Community_College_District.csv,0.03,2.5,1.73,1.0,1.73,0.5,0.54,0.0,0.03,0.0,0.0,3.0,1.74,2.0,1.01,0.0,0.04,0.0
Lassen_Community_College_District.csv,0.0,4.5,0.0,5.0,0.0,2.5,0.0,5.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,2.0,0.0,3.0
Cabrillo_Community_College_District.csv,1.16,0.0,0.6,0.0,0.64,0.0,0.6,0.0,0.09,0.0,0.0,0.0,1.16,0.0,0.5,0.0,0.16,0.0
San_Mateo_County_Community_College_District.csv,2.63,0.0,0.87,0.0,0.64,0.0,0.57,0.0,0.03,0.0,0.0,0.0,2.1,0.0,0.51,0.0,0.1,0.0
West_Kern_Community_College_District.csv,0.01,3.5,3.29,0.0,0.0,2.5,0.09,2.0,0.09,0.0,0.0,3.0,0.23,4.0,0.21,1.0,0.09,1.0
Desert_Community_College_District.csv,0.1,2.0,1.16,0.0,0.64,0.0,0.53,1.0,0.03,0.0,0.0,3.0,0.66,2.0,1.5,0.0,0.1,0.0
San_Jose-Evergreen_Community_College_District.csv,1.11,1.0,1.31,0.0,0.59,0.0,1.53,0.0,0.03,0.0,0.01,0.0,1.31,1.0,0.26,0.0,0.04,0.0
Shasta-Tehama-Trinity_Joint_Community_College_District.csv,0.03,3.0,1.01,0.0,0.71,1.0,0.53,1.0,0.03,0.0,0.0,3.0,1.01,1.0,0.29,0.0,0.1,0.0
Palo_Verde_Community_College_District.csv,0.21,5.5,0.0,7.0,0.0,4.5,0.21,6.0,0.0,4.0,0.0,5.0,0.0,8.0,0.0,5.0,0.21,4.0
San_Luis_Obispo_County_Community_College_District.csv,0.11,0.0,0.63,1.0,0.59,0.0,0.03,1.0,0.03,0.0,0.0,3.0,0.6,0.0,0.56,0.0,0.04,0.0
San_Francisco_Community_College_District.csv,1.21,0.0,0.37,0.0,0.64,0.0,0.27,0.0,0.09,0.0,1.0,0.0,0.57,0.0,0.09,0.0,0.16,0.0
Santa_Clarita_Community_College_District.csv,0.76,0.0,0.66,0.0,1.19,0.0,0.6,0.0,0.03,0.0,0.0,3.0,0.81,2.0,0.27,0.0,0.14,0.0
Long_Beach_Community_College_District.csv,0.23,2.0,0.24,0.0,0.41,1.0,0.04,0.0,0.03,0.0,0.01,0.0,1.6,1.0,0.37,0.0,0.23,0.0
Santa_Barbara_Community_College_District.csv,1.0,0.0,0.59,0.0,0.64,0.0,0.56,0.0,0.03,0.0,0.03,0.0,0.89,1.0,0.86,0.0,0.24,0.0
Coast_Community_College_District.csv,1.5,0.0,0.39,0.0,0.57,0.0,0.39,0.0,0.09,0.0,2.0,0.0,4.59,0.0,0.01,0.0,0.09,0.0
Napa_Valley_Community_College_District.csv,0.03,2.5,1.73,1.0,0.21,1.5,0.53,1.0,0.03,0.0,0.0,3.0,0.44,3.0,0.21,1.0,0.24,0.0
Redwoods_Community_College_District.csv,0.03,2.5,0.51,3.0,0.0,2.5,0.53,1.0,0.03,0.0,0.0,3.0,0.51,4.0,0.5,1.0,0.03,1.0
Mendocino-Lake_Community_College_District.csv,0.24,1.5,1.51,2.0,0.0,2.5,0.53,1.0,0.03,0.0,0.0,3.0,1.51,3.0,0.71,0.0,0.24,0.0
Santa_Monica_Community_College_District.csv,0.33,0.0,1.36,0.0,0.57,0.0,1.03,0.0,0.03,0.0,1.29,0.0,0.6,2.0,0.49,0.0,0.04,0.0
San_Joaquin_Delta_Community_College_District.csv,0.09,3.0,1.14,0.0,1.21,0.0,0.64,0.0,0.09,0.0,0.0,3.0,0.86,3.0,0.69,0.0,0.09,0.0
Feather_River_Community_College_District.csv,0.0,4.5,1.0,4.0,0.0,2.5,0.0,5.0,0.5,1.0,0.0,3.0,0.0,6.0,0.0,2.0,0.5,2.0
Cerritos_Community_College_District.csv,1.11,0.0,0.1,1.0,0.64,0.0,0.1,0.0,0.09,0.0,0.01,0.0,1.09,0.0,0.56,0.0,0.16,0.0
Riverside_Community_College_District.csv,0.91,1.0,1.1,0.0,0.57,0.0,0.96,0.0,0.03,0.0,1.07,0.0,0.81,0.0,0.04,0.0,0.11,0.0
South_Orange_County_Community_College_District.csv,1.83,0.0,0.66,0.0,1.07,0.0,0.6,0.0,0.03,0.0,1.0,0.0,1.89,0.0,0.07,0.0,0.03,0.0
Mt._San_Antonio_Community_College_District.csv,1.1,0.0,0.36,0.0,1.33,0.0,0.07,0.0,0.03,0.0,0.0,3.0,1.03,2.0,0.01,0.0,0.29,0.0
Monterey_Peninsula_Community_College_District.csv,0.1,2.0,0.66,1.0,0.61,0.0,0.6,0.0,0.03,0.0,0.0,0.0,0.73,1.0,0.14,0.0,0.07,0.0
Glendale_Community_College_District.csv,1.23,1.0,0.81,0.0,0.57,1.0,0.54,0.0,0.03,0.0,0.01,0.0,1.31,0.0,0.5,0.0,0.1,0.0
Los_Angeles_Community_College_District.csv,1.19,0.0,0.81,0.0,0.59,0.0,0.6,0.0,0.03,0.0,1.0,0.0,0.89,0.0,0.29,0.0,0.04,0.0
San_Diego_Community_College_District.csv,0.6,0.0,0.96,0.0,1.07,1.0,0.54,0.0,0.03,0.0,0.01,0.0,1.1,2.0,0.51,0.0,0.39,0.0
Chaffey_Community_College_District.csv,0.03,2.5,1.37,0.0,0.0,2.5,0.53,0.0,0.03,0.0,0.01,0.0,0.79,2.0,0.29,1.0,0.04,0.0
Compton_Community_College_District.csv,1.16,0.0,0.3,1.0,0.07,2.0,0.09,1.0,0.09,0.0,0.21,0.0,0.07,4.0,0.0,2.0,0.09,1.0
Rio_Hondo_Community_College_District.csv,1.53,1.0,0.79,1.0,1.21,1.0,1.03,0.0,0.31,0.0,0.21,3.0,0.44,3.0,0.43,0.0,0.24,0.0
Peralta_Community_College_District.csv,2.1,1.0,1.01,0.0,0.79,0.0,0.53,1.0,0.03,0.0,0.0,3.0,0.8,1.0,1.21,0.0,0.24,0.0
Antelope_Valley_Community_College_District.csv,1.16,0.0,0.83,1.0,0.86,0.0,0.59,1.0,0.09,0.0,0.0,0.0,0.86,2.0,0.0,2.0,0.09,0.0
West_Valley-Mission_Community_College_District.csv,1.59,0.0,0.83,0.0,1.07,0.0,0.66,0.0,0.09,0.0,2.0,0.0,3.14,0.0,0.24,0.0,0.51,0.0
Victor_Valley_Community_College_District.csv,0.59,2.0,1.73,0.0,0.5,2.0,0.59,1.0,0.01,1.0,0.0,3.0,0.79,3.0,0.71,0.0,0.09,1.0
Pasadena_Area_Community_College_District.csv,0.6,0.0,0.87,0.0,0.77,0.0,0.64,0.0,0.09,0.0,0.0,0.0,0.84,1.0,0.27,0.0,0.29,0.0
MiraCosta_Community_College_District.csv,0.23,0.0,0.74,0.0,0.59,0.0,0.69,0.0,0.03,0.0,0.67,0.0,0.87,0.0,0.21,0.0,0.04,0.0
Contra_Costa_Community_College_District.csv,1.6,0.0,1.0,0.0,1.07,0.0,0.87,0.0,0.01,0.0,0.07,0.0,2.3,0.0,1.07,0.0,0.23,0.0
